"table_schema","table_name","ordinal_position","column_name","data_type","is_nullable"
msbf_ctl,payment_data_scope_profile,11,last_review_date,date,YES
msbf_ctl,payment_data_scope_profile,12,next_review_date,date,YES
msbf_ctl,payment_data_scope_profile,13,change_reason,text,YES
msbf_ctl,payment_data_scope_profile,14,created_at,timestamp with time zone,NO
msbf_ctl,payment_data_scope_profile,15,created_by,text,NO
msbf_ctl,payment_data_scope_profile,16,stores_payment_account_data_flag,boolean,NO
msbf_ctl,payment_data_scope_profile,17,processes_payment_account_data_flag,boolean,NO
msbf_ctl,payment_data_scope_profile,18,transmits_payment_account_data_flag,boolean,NO
msbf_ctl,payment_data_scope_profile,19,can_affect_security_flag,boolean,NO
msbf_ctl,payment_data_scope_profile,20,scope_status,text,NO
msbf_ctl,payment_data_scope_profile,21,profile_payload,jsonb,NO
msbf_ctl,policy_profile,1,policy_profile_id,bigint,NO
msbf_ctl,policy_profile,2,profile_code,text,NO
msbf_ctl,policy_profile,3,profile_version,integer,NO
msbf_ctl,policy_profile,4,business_name,text,NO
msbf_ctl,policy_profile,5,effective_start_date,date,NO
msbf_ctl,policy_profile,6,effective_end_date,date,YES
msbf_ctl,policy_profile,7,status,text,NO
msbf_ctl,policy_profile,8,owner_role,text,NO
msbf_ctl,policy_profile,9,approver_role,text,YES
msbf_ctl,policy_profile,10,approval_timestamp,timestamp with time zone,YES
msbf_ctl,policy_profile,11,last_review_date,date,YES
msbf_ctl,policy_profile,12,next_review_date,date,YES
msbf_ctl,policy_profile,13,change_reason,text,YES
msbf_ctl,policy_profile,14,created_at,timestamp with time zone,NO
msbf_ctl,policy_profile,15,created_by,text,NO
msbf_ctl,policy_profile,16,policy_domain,text,NO
msbf_ctl,policy_profile,17,product_structure_profile_id,bigint,YES
msbf_ctl,policy_profile,18,operating_model_profile_id,bigint,YES
msbf_ctl,policy_profile,19,parameter_set_id,bigint,NO
msbf_ctl,policy_profile,20,profile_payload,jsonb,NO
msbf_ctl,product_legal_structure_profile,1,product_structure_profile_id,bigint,NO
msbf_ctl,product_legal_structure_profile,2,profile_code,text,NO
msbf_ctl,product_legal_structure_profile,3,profile_version,integer,NO
msbf_ctl,product_legal_structure_profile,4,business_name,text,NO
msbf_ctl,product_legal_structure_profile,5,effective_start_date,date,NO
msbf_ctl,product_legal_structure_profile,6,effective_end_date,date,YES
msbf_ctl,product_legal_structure_profile,7,status,text,NO
msbf_ctl,product_legal_structure_profile,8,owner_role,text,NO
msbf_ctl,product_legal_structure_profile,9,approver_role,text,YES
msbf_ctl,product_legal_structure_profile,10,approval_timestamp,timestamp with time zone,YES
msbf_ctl,product_legal_structure_profile,11,last_review_date,date,YES
msbf_ctl,product_legal_structure_profile,12,next_review_date,date,YES
msbf_ctl,product_legal_structure_profile,13,change_reason,text,YES
msbf_ctl,product_legal_structure_profile,14,created_at,timestamp with time zone,NO
msbf_ctl,product_legal_structure_profile,15,created_by,text,NO
msbf_ctl,product_legal_structure_profile,16,legal_structure_code,text,NO
msbf_ctl,product_legal_structure_profile,17,economic_mechanics_code,text,NO
msbf_ctl,product_legal_structure_profile,18,repayment_contingency_code,text,NO
msbf_ctl,product_legal_structure_profile,19,reconciliation_supported_flag,boolean,NO
msbf_ctl,product_legal_structure_profile,20,absolute_repayment_obligation_flag,boolean,YES
msbf_ctl,product_legal_structure_profile,21,source_reference_id,bigint,YES
msbf_ctl,product_legal_structure_profile,22,supersedes_profile_id,bigint,YES
msbf_ctl,product_legal_structure_profile,23,profile_payload,jsonb,NO
msbf_ctl,profile_resolution_error,1,resolution_error_id,bigint,NO
msbf_ctl,profile_resolution_error,2,run_id,bigint,YES
msbf_ctl,profile_resolution_error,3,profile_domain,text,NO
msbf_ctl,profile_resolution_error,4,scope_key,text,NO
msbf_ctl,profile_resolution_error,5,error_code,text,NO
msbf_ctl,profile_resolution_error,6,severity,text,NO
msbf_ctl,profile_resolution_error,7,error_message,text,NO
msbf_ctl,profile_resolution_error,8,created_at,timestamp with time zone,NO
msbf_ctl,reason_code_catalog,1,reason_code,text,NO
msbf_ctl,reason_code_catalog,2,reason_version,integer,NO
msbf_ctl,reason_code_catalog,3,reason_name,text,NO
msbf_ctl,reason_code_catalog,4,reason_domain,text,NO
msbf_ctl,reason_code_catalog,5,severity_rank,smallint,NO
msbf_ctl,reason_code_catalog,6,customer_communication_flag,boolean,NO
msbf_ctl,reason_code_catalog,7,effective_start_date,date,NO
msbf_ctl,reason_code_catalog,8,effective_end_date,date,YES
msbf_ctl,reason_code_catalog,9,status,text,NO
msbf_ctl,reason_code_catalog,10,policy_profile_id,bigint,YES
msbf_ctl,reason_code_catalog,11,explanation_template,text,NO
msbf_ctl,record_retention_profile,1,record_retention_profile_id,bigint,NO
msbf_ctl,record_retention_profile,2,profile_code,text,NO
msbf_ctl,record_retention_profile,3,profile_version,integer,NO
msbf_ctl,record_retention_profile,4,business_name,text,NO
msbf_ctl,record_retention_profile,5,effective_start_date,date,NO
msbf_ctl,record_retention_profile,6,effective_end_date,date,YES
msbf_ctl,record_retention_profile,7,status,text,NO
msbf_ctl,record_retention_profile,8,owner_role,text,NO
msbf_ctl,record_retention_profile,9,approver_role,text,YES
msbf_ctl,record_retention_profile,10,approval_timestamp,timestamp with time zone,YES
msbf_ctl,record_retention_profile,11,last_review_date,date,YES
msbf_ctl,record_retention_profile,12,next_review_date,date,YES
msbf_ctl,record_retention_profile,13,change_reason,text,YES
msbf_ctl,record_retention_profile,14,created_at,timestamp with time zone,NO
msbf_ctl,record_retention_profile,15,created_by,text,NO
msbf_ctl,record_retention_profile,16,record_domain,text,NO
msbf_ctl,record_retention_profile,17,retention_period_months,integer,NO
msbf_ctl,record_retention_profile,18,legal_hold_supported_flag,boolean,NO
msbf_ctl,record_retention_profile,19,profile_payload,jsonb,NO
msbf_ctl,run_parameter_snapshot,1,run_id,bigint,NO
msbf_ctl,run_parameter_snapshot,2,parameter_name,text,NO
msbf_ctl,run_parameter_snapshot,3,scope_key,text,NO
msbf_ctl,run_parameter_snapshot,4,resolved_value,jsonb,NO
msbf_ctl,run_parameter_snapshot,5,resolution_rank,smallint,NO
msbf_ctl,run_parameter_snapshot,6,source_parameter_value_id,bigint,YES
msbf_ctl,run_parameter_snapshot,7,snapshot_hash,text,NO
msbf_ctl,run_profile_snapshot,1,run_id,bigint,NO
msbf_ctl,run_profile_snapshot,2,profile_domain,text,NO
msbf_ctl,run_profile_snapshot,3,profile_code,text,NO
msbf_ctl,run_profile_snapshot,4,profile_version,integer,NO
msbf_ctl,run_profile_snapshot,5,resolved_profile_id,bigint,NO
msbf_ctl,run_profile_snapshot,6,profile_hash,text,NO
msbf_ctl,run_profile_snapshot,7,snapshot_payload,jsonb,NO
msbf_ctl,run_profile_snapshot,8,created_at,timestamp with time zone,NO
msbf_ctl,run_registry,1,run_id,bigint,NO
msbf_ctl,run_registry,2,run_code,text,NO
msbf_ctl,run_registry,3,run_version,integer,NO
msbf_ctl,run_registry,4,module_code,text,NO
msbf_ctl,run_registry,5,run_type,text,NO
msbf_ctl,run_registry,6,population_id,text,YES
msbf_ctl,run_registry,7,scenario_id,bigint,YES
msbf_ctl,run_registry,8,parameter_set_id,bigint,NO
msbf_ctl,run_registry,9,policy_profile_id,bigint,YES
msbf_ctl,run_registry,10,strategy_profile_id,bigint,YES
msbf_ctl,run_registry,11,product_structure_profile_id,bigint,YES
msbf_ctl,run_registry,12,operating_model_profile_id,bigint,YES
msbf_ctl,run_registry,13,jurisdiction_profile_id,bigint,YES
msbf_ctl,run_registry,14,contract_id,bigint,YES
msbf_ctl,run_registry,15,as_of_date,date,NO
msbf_ctl,run_registry,16,run_status,text,NO
msbf_ctl,run_registry,17,started_at,timestamp with time zone,YES
msbf_ctl,run_registry,18,completed_at,timestamp with time zone,YES
msbf_ctl,run_registry,19,row_count,bigint,YES
msbf_ctl,run_registry,20,parameter_snapshot_hash,text,YES
msbf_ctl,run_registry,21,profile_snapshot_hash,text,YES
msbf_ctl,run_registry,22,source_snapshot_hash,text,YES
msbf_ctl,run_registry,23,code_version,text,NO
msbf_ctl,run_registry,24,notes,text,YES
msbf_ctl,run_registry,25,created_at,timestamp with time zone,NO
msbf_ctl,run_source_snapshot,1,run_id,bigint,NO
msbf_ctl,run_source_snapshot,2,source_code,text,NO
msbf_ctl,run_source_snapshot,3,source_contract_id,bigint,NO
msbf_ctl,run_source_snapshot,4,source_cutoff_timestamp,timestamp with time zone,NO
msbf_ctl,run_source_snapshot,5,source_row_count,bigint,YES
msbf_ctl,run_source_snapshot,6,source_hash,text,YES
msbf_ctl,run_source_snapshot,7,quality_status,text,NO
msbf_ctl,run_source_snapshot,8,created_at,timestamp with time zone,NO
msbf_ctl,scenario_registry,1,scenario_id,bigint,NO
msbf_ctl,scenario_registry,2,scenario_set_id,bigint,NO
msbf_ctl,scenario_registry,3,scenario_code,text,NO
msbf_ctl,scenario_registry,4,scenario_version,integer,NO
msbf_ctl,scenario_registry,5,scenario_name,text,NO
msbf_ctl,scenario_registry,6,scenario_type,text,NO
msbf_ctl,scenario_registry,7,effective_start_date,date,NO
msbf_ctl,scenario_registry,8,effective_end_date,date,YES
msbf_ctl,scenario_registry,9,status,text,NO
msbf_ctl,scenario_registry,10,owner_role,text,NO
msbf_ctl,scenario_registry,11,parameter_set_id,bigint,NO
msbf_ctl,scenario_registry,12,assumption_payload,jsonb,NO
msbf_ctl,scenario_registry,13,interpretation_boundary,text,NO
msbf_ctl,strategy_profile,1,strategy_profile_id,bigint,NO
msbf_ctl,strategy_profile,2,profile_code,text,NO
msbf_ctl,strategy_profile,3,profile_version,integer,NO
msbf_ctl,strategy_profile,4,business_name,text,NO
msbf_ctl,strategy_profile,5,effective_start_date,date,NO
msbf_ctl,strategy_profile,6,effective_end_date,date,YES
msbf_ctl,strategy_profile,7,status,text,NO
msbf_ctl,strategy_profile,8,owner_role,text,NO
msbf_ctl,strategy_profile,9,approver_role,text,YES
msbf_ctl,strategy_profile,10,approval_timestamp,timestamp with time zone,YES
msbf_ctl,strategy_profile,11,last_review_date,date,YES
msbf_ctl,strategy_profile,12,next_review_date,date,YES
msbf_ctl,strategy_profile,13,change_reason,text,YES
msbf_ctl,strategy_profile,14,created_at,timestamp with time zone,NO
msbf_ctl,strategy_profile,15,created_by,text,NO
msbf_ctl,strategy_profile,16,strategy_domain,text,NO
msbf_ctl,strategy_profile,17,policy_profile_id,bigint,NO
msbf_ctl,strategy_profile,18,objective_code,text,NO
msbf_ctl,strategy_profile,19,strategy_payload,jsonb,NO
msbf_ctl,third_party_relationship_profile,1,third_party_relationship_profile_id,bigint,NO
msbf_ctl,third_party_relationship_profile,2,profile_code,text,NO
msbf_ctl,third_party_relationship_profile,3,profile_version,integer,NO
msbf_ctl,third_party_relationship_profile,4,business_name,text,NO
msbf_ctl,third_party_relationship_profile,5,effective_start_date,date,NO
msbf_ctl,third_party_relationship_profile,6,effective_end_date,date,YES
msbf_ctl,third_party_relationship_profile,7,status,text,NO
msbf_ctl,third_party_relationship_profile,8,owner_role,text,NO
msbf_ctl,third_party_relationship_profile,9,approver_role,text,YES
msbf_ctl,third_party_relationship_profile,10,approval_timestamp,timestamp with time zone,YES
msbf_ctl,third_party_relationship_profile,11,last_review_date,date,YES
msbf_ctl,third_party_relationship_profile,12,next_review_date,date,YES
msbf_ctl,third_party_relationship_profile,13,change_reason,text,YES
msbf_ctl,third_party_relationship_profile,14,created_at,timestamp with time zone,NO
msbf_ctl,third_party_relationship_profile,15,created_by,text,NO
msbf_ctl,third_party_relationship_profile,16,operating_model_profile_id,bigint,NO
msbf_ctl,third_party_relationship_profile,17,provider_code,text,NO
msbf_ctl,third_party_relationship_profile,18,service_code,text,NO
msbf_ctl,third_party_relationship_profile,19,accountable_owner_role,text,NO
msbf_ctl,third_party_relationship_profile,20,due_diligence_status,text,NO
msbf_ctl,third_party_relationship_profile,21,monitoring_status,text,NO
msbf_ctl,third_party_relationship_profile,22,continuity_plan_status,text,NO
msbf_ctl,third_party_relationship_profile,23,exit_plan_status,text,NO
msbf_ctl,third_party_relationship_profile,24,incident_status,text,NO
msbf_ctl,third_party_relationship_profile,25,subcontractor_flag,boolean,NO
msbf_ctl,third_party_relationship_profile,26,profile_payload,jsonb,NO
msbf_ctl,v_m2_1_strategy_lineage,1,module1_run_id,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,2,contract_code,text,YES
msbf_ctl,v_m2_1_strategy_lineage,3,contract_version,integer,YES
msbf_ctl,v_m2_1_strategy_lineage,4,schema_version,text,YES
msbf_ctl,v_m2_1_strategy_lineage,5,methodology_version,text,YES
msbf_ctl,v_m2_1_strategy_lineage,6,source_g2_bundle_code,text,YES
msbf_ctl,v_m2_1_strategy_lineage,7,source_g2_bundle_version,integer,YES
msbf_ctl,v_m2_1_strategy_lineage,8,source_g2_schema_version,text,YES
msbf_ctl,v_m2_1_strategy_lineage,9,source_g2_combined_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,10,policy_configuration_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,11,strategy_campaign_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,12,gate_definition_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,13,reason_code_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,14,outcome_definition_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,15,gate_result_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,16,routing_snapshot_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,17,latest_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,18,archive_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,19,comparison_rows,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,20,canonical_entities,bigint,YES
msbf_ctl,v_m2_1_strategy_lineage,21,campaign_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,22,gate_definition_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,23,reason_code_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,24,outcome_definition_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,25,gate_result_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,26,routing_snapshot_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,27,latest_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,28,archive_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,29,contract_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,30,combined_set_hash,text,YES
msbf_ctl,v_m2_1_strategy_lineage,31,contract_status,text,YES
msbf_ctl,v_m2_1_strategy_lineage,32,generated_at,timestamp with time zone,YES
msbf_ctl,v_m2_1_strategy_lineage,33,validated_at,timestamp with time zone,YES
msbf_ctl,v_m2_1_strategy_lineage,34,accepted_at,timestamp with time zone,YES
msbf_ctl,v_m2_1_strategy_lineage,35,row_hash,text,YES
msbf_m1,acquisition_campaign_funnel_stage,1,module1_run_id,bigint,NO
msbf_m1,acquisition_campaign_funnel_stage,2,acquisition_campaign_id,text,NO
msbf_m1,acquisition_campaign_funnel_stage,3,stage_code,text,NO
msbf_m1,acquisition_campaign_funnel_stage,4,stage_order,smallint,NO
msbf_m1,acquisition_campaign_funnel_stage,5,period_start_date,date,NO
msbf_m1,acquisition_campaign_funnel_stage,6,period_end_date,date,NO
msbf_m1,acquisition_campaign_funnel_stage,7,stage_count,bigint,NO
msbf_m1,acquisition_campaign_funnel_stage,8,applicability_status,text,NO
msbf_m1,acquisition_campaign_funnel_stage,9,conversion_rate_from_prior,numeric,YES
msbf_m1,acquisition_campaign_funnel_stage,10,evidence_basis_code,text,NO
msbf_m1,acquisition_campaign_funnel_stage,11,evidence_status,text,NO
msbf_m1,acquisition_campaign_funnel_stage,12,row_hash,text,NO
msbf_m1,acquisition_campaign_funnel_stage,13,created_by_run_id,bigint,NO
msbf_m1,acquisition_campaign_funnel_stage,14,created_at,timestamp with time zone,NO
msbf_m1,acquisition_marketing_campaign,1,module1_run_id,bigint,NO
msbf_m1,acquisition_marketing_campaign,2,acquisition_campaign_id,text,NO
msbf_m1,acquisition_marketing_campaign,3,acquisition_source_code,text,NO
msbf_m1,acquisition_marketing_campaign,4,accepted_partner_channel_id,text,NO
msbf_m1,acquisition_marketing_campaign,5,campaign_family_code,text,NO
msbf_m1,acquisition_marketing_campaign,6,campaign_type,text,NO
msbf_m1,acquisition_marketing_campaign,7,campaign_name_synthetic,text,NO
msbf_m1,acquisition_marketing_campaign,8,effective_start_date,date,NO
msbf_m1,acquisition_marketing_campaign,9,effective_end_date,date,NO
msbf_m1,acquisition_marketing_campaign,10,campaign_status,text,NO
msbf_m1,acquisition_marketing_campaign,11,approval_status,text,NO
msbf_m1,acquisition_marketing_campaign,12,audience_segment_code,text,NO
msbf_m1,acquisition_marketing_campaign,13,budget_amount,numeric,NO
msbf_m1,acquisition_marketing_campaign,14,spend_amount,numeric,NO
msbf_m1,acquisition_marketing_campaign,15,owner_classification,text,NO
msbf_m1,acquisition_marketing_campaign,16,vendor_partner_code,text,NO
msbf_m1,acquisition_marketing_campaign,17,always_on_flag,boolean,NO
msbf_m1,acquisition_marketing_campaign,18,campaign_evidence_status,text,NO
msbf_m1,acquisition_marketing_campaign,19,row_hash,text,NO
msbf_m1,acquisition_marketing_campaign,20,created_by_run_id,bigint,NO
msbf_m1,acquisition_marketing_campaign,21,created_at,timestamp with time zone,NO
msbf_m1,acquisition_source_profile,1,module1_run_id,bigint,NO
msbf_m1,acquisition_source_profile,2,acquisition_source_code,text,NO
msbf_m1,acquisition_source_profile,3,acquisition_source_name,text,NO
msbf_m1,acquisition_source_profile,4,normalized_source_family,text,NO
msbf_m1,acquisition_source_profile,5,source_subtype,text,NO
msbf_m1,acquisition_source_profile,6,source_classification,text,NO
msbf_m1,acquisition_source_profile,7,accepted_partner_channel_id,text,NO
msbf_m1,acquisition_source_profile,8,accepted_channel_type,text,NO
msbf_m1,acquisition_source_profile,9,source_owner_classification,text,NO
msbf_m1,acquisition_source_profile,10,vendor_partner_code,text,NO
msbf_m1,acquisition_source_profile,11,third_party_flag,boolean,NO
msbf_m1,acquisition_source_profile,12,approved_source_flag,boolean,NO
msbf_m1,acquisition_source_profile,13,governance_status,text,NO
msbf_m1,acquisition_source_profile,14,permitted_attribution_roles,ARRAY,NO
msbf_m1,acquisition_source_profile,15,permitted_cost_basis_codes,ARRAY,NO
msbf_m1,acquisition_source_profile,16,permitted_cost_timing_codes,ARRAY,NO
msbf_m1,acquisition_source_profile,17,default_attribution_priority,smallint,NO
msbf_m1,acquisition_source_profile,18,effective_start_date,date,NO
msbf_m1,acquisition_source_profile,19,effective_end_date,date,YES
msbf_m1,acquisition_source_profile,20,source_evidence_status,text,NO
msbf_m1,acquisition_source_profile,21,configuration_payload,jsonb,NO
msbf_m1,acquisition_source_profile,22,row_hash,text,NO
msbf_m1,acquisition_source_profile,23,created_by_run_id,bigint,NO
msbf_m1,acquisition_source_profile,24,created_at,timestamp with time zone,NO
msbf_m1,application_acquisition_attribution_snapshot,1,module1_run_id,bigint,NO
msbf_m1,application_acquisition_attribution_snapshot,2,merchant_application_id,text,NO
msbf_m1,application_acquisition_attribution_snapshot,3,population_id,text,NO
msbf_m1,application_acquisition_attribution_snapshot,4,merchant_id,text,NO
msbf_m1,application_acquisition_attribution_snapshot,5,application_date,date,NO
msbf_m1,application_acquisition_attribution_snapshot,6,as_of_date,date,NO
msbf_m1,application_acquisition_attribution_snapshot,7,accepted_partner_channel_id,text,NO
msbf_m1,application_acquisition_attribution_snapshot,8,accepted_channel_type,text,NO
msbf_m1,application_acquisition_attribution_snapshot,9,accepted_application_channel,text,NO
msbf_m1,application_acquisition_attribution_snapshot,10,first_touch_source_code,text,NO
msbf_m1,application_acquisition_attribution_snapshot,11,first_touch_campaign_id,text,NO
msbf_m1,application_acquisition_attribution_snapshot,12,last_touch_source_code,text,NO
msbf_m1,application_acquisition_attribution_snapshot,13,last_touch_campaign_id,text,NO
msbf_m1,application_acquisition_attribution_snapshot,14,primary_source_code,text,NO
msbf_m1,application_acquisition_attribution_snapshot,15,primary_campaign_id,text,NO
msbf_m1,application_acquisition_attribution_snapshot,16,touchpoint_count,smallint,NO
msbf_m1,application_acquisition_attribution_snapshot,17,assisted_touch_count,smallint,NO
msbf_m1,application_acquisition_attribution_snapshot,18,attribution_method_code,text,NO
msbf_m1,application_acquisition_attribution_snapshot,19,attribution_method_version,integer,NO
msbf_m1,application_acquisition_attribution_snapshot,20,attribution_confidence_score,numeric,NO
msbf_m1,application_acquisition_attribution_snapshot,21,attribution_confidence_tier,text,NO
msbf_m1,application_acquisition_attribution_snapshot,22,parent_channel_reconciliation_status,text,NO
msbf_m1,application_acquisition_attribution_snapshot,23,fallback_path_code,text,NO
msbf_m1,application_acquisition_attribution_snapshot,24,primary_attribution_reason_code,text,NO
msbf_m1,application_acquisition_attribution_snapshot,25,secondary_attribution_reason_codes,ARRAY,NO
msbf_m1,application_acquisition_attribution_snapshot,26,attribution_evidence_status,text,NO
msbf_m1,application_acquisition_attribution_snapshot,27,application_request_hash,text,NO
msbf_m1,application_acquisition_attribution_snapshot,28,m1_15_baseline_contract_row_hash,text,NO
msbf_m1,application_acquisition_attribution_snapshot,29,m1_15_stress_contract_row_hash,text,NO
msbf_m1,application_acquisition_attribution_snapshot,30,row_hash,text,NO
msbf_m1,application_acquisition_attribution_snapshot,31,created_by_run_id,bigint,NO
msbf_m1,application_acquisition_attribution_snapshot,32,created_at,timestamp with time zone,NO
msbf_m1,application_acquisition_contract_archive,1,archive_id,bigint,NO
msbf_m1,application_acquisition_contract_archive,2,module1_run_id,bigint,NO
msbf_m1,application_acquisition_contract_archive,3,merchant_application_id,text,NO
msbf_m1,application_acquisition_contract_archive,4,contract_code,text,NO
msbf_m1,application_acquisition_contract_archive,5,contract_version,integer,NO
msbf_m1,application_acquisition_contract_archive,6,schema_version,text,NO
msbf_m1,application_acquisition_contract_archive,7,contract_row_hash,text,NO
msbf_m1,application_acquisition_contract_archive,8,contract_payload,jsonb,NO
msbf_m1,application_acquisition_contract_archive,9,archived_by_run_id,bigint,NO
msbf_m1,application_acquisition_contract_archive,10,archived_at,timestamp with time zone,NO
msbf_m1,application_acquisition_contract_latest,1,module1_run_id,bigint,NO
msbf_m1,application_acquisition_contract_latest,2,merchant_application_id,text,NO
msbf_m1,application_acquisition_contract_latest,3,population_id,text,NO
msbf_m1,application_acquisition_contract_latest,4,merchant_id,text,NO
msbf_m1,application_acquisition_contract_latest,5,as_of_date,date,NO
msbf_m1,application_acquisition_contract_latest,6,accepted_partner_channel_id,text,NO
msbf_m1,application_acquisition_contract_latest,7,accepted_channel_type,text,NO
msbf_m1,application_acquisition_contract_latest,8,accepted_application_channel,text,NO
msbf_m1,application_acquisition_contract_latest,9,primary_source_code,text,NO
msbf_m1,application_acquisition_contract_latest,10,primary_campaign_id,text,NO
msbf_m1,application_acquisition_contract_latest,11,attribution_method_code,text,NO
msbf_m1,application_acquisition_contract_latest,12,attribution_method_version,integer,NO
msbf_m1,application_acquisition_contract_latest,13,attribution_confidence_score,numeric,NO
msbf_m1,application_acquisition_contract_latest,14,attribution_confidence_tier,text,NO
msbf_m1,application_acquisition_contract_latest,15,touchpoint_count,smallint,NO
msbf_m1,application_acquisition_contract_latest,16,assisted_touch_count,smallint,NO
msbf_m1,application_acquisition_contract_latest,17,attribution_evidence_status,text,NO
msbf_m1,application_acquisition_contract_latest,18,direct_attributable_incurred_cost_amount,numeric,NO
msbf_m1,application_acquisition_contract_latest,19,internally_allocated_acquisition_cost_amount,numeric,NO
msbf_m1,application_acquisition_contract_latest,20,total_incurred_pre_application_cost_amount,numeric,NO
msbf_m1,application_acquisition_contract_latest,21,detailed_conditional_partner_broker_cost_amount,numeric,NO
msbf_m1,application_acquisition_contract_latest,22,detailed_total_acquisition_cost_if_booked,numeric,NO
msbf_m1,application_acquisition_contract_latest,23,accepted_m1_14_acquisition_cost_rate,numeric,NO
msbf_m1,application_acquisition_contract_latest,24,accepted_m1_14_acquisition_cost_amount,numeric,NO
msbf_m1,application_acquisition_contract_latest,25,legacy_m1_14_cost_scope_code,text,NO
msbf_m1,application_acquisition_contract_latest,26,identified_legacy_overlap_amount,numeric,YES
msbf_m1,application_acquisition_contract_latest,27,unmapped_legacy_proxy_amount,numeric,YES
msbf_m1,application_acquisition_contract_latest,28,incremental_acquisition_cost_beyond_m1_14,numeric,YES
msbf_m1,application_acquisition_contract_latest,29,enhanced_total_acquisition_cost_if_booked,numeric,YES
msbf_m1,application_acquisition_contract_latest,30,cost_evidence_status,text,NO
msbf_m1,application_acquisition_contract_latest,31,overlap_evidence_status,text,NO
msbf_m1,application_acquisition_contract_latest,32,acquisition_contract_evidence_status,text,NO
msbf_m1,application_acquisition_contract_latest,33,fallback_path_code,text,NO
msbf_m1,application_acquisition_contract_latest,34,primary_reason_code,text,NO
msbf_m1,application_acquisition_contract_latest,35,secondary_reason_codes,ARRAY,NO
msbf_m1,application_acquisition_contract_latest,36,attribution_snapshot_hash,text,NO
msbf_m1,application_acquisition_contract_latest,37,cost_snapshot_hash,text,NO
msbf_m1,application_acquisition_contract_latest,38,m1_14_baseline_row_hash,text,NO
msbf_m1,application_acquisition_contract_latest,39,m1_14_stress_row_hash,text,NO
msbf_m1,application_acquisition_contract_latest,40,m1_15_baseline_contract_row_hash,text,NO
msbf_m1,application_acquisition_contract_latest,41,m1_15_stress_contract_row_hash,text,NO
msbf_m1,application_acquisition_contract_latest,42,source_payload,jsonb,NO
msbf_m1,application_acquisition_contract_latest,43,lineage_payload,jsonb,NO
msbf_m1,application_acquisition_contract_latest,44,contract_code,text,NO
msbf_m1,application_acquisition_contract_latest,45,contract_version,integer,NO
msbf_m1,application_acquisition_contract_latest,46,schema_version,text,NO
msbf_m1,application_acquisition_contract_latest,47,contract_row_hash,text,NO
msbf_m1,application_acquisition_contract_latest,48,created_by_run_id,bigint,NO
msbf_m1,application_acquisition_contract_latest,49,created_at,timestamp with time zone,NO
msbf_m1,application_acquisition_cost_snapshot,1,module1_run_id,bigint,NO
msbf_m1,application_acquisition_cost_snapshot,2,merchant_application_id,text,NO
msbf_m1,application_acquisition_cost_snapshot,3,population_id,text,NO
msbf_m1,application_acquisition_cost_snapshot,4,merchant_id,text,NO
msbf_m1,application_acquisition_cost_snapshot,5,as_of_date,date,NO
msbf_m1,application_acquisition_cost_snapshot,6,accepted_partner_channel_id,text,NO
msbf_m1,application_acquisition_cost_snapshot,7,accepted_channel_type,text,NO
msbf_m1,application_acquisition_cost_snapshot,8,accepted_application_channel,text,NO
msbf_m1,application_acquisition_cost_snapshot,9,primary_source_code,text,NO
msbf_m1,application_acquisition_cost_snapshot,10,primary_campaign_id,text,NO
msbf_m1,application_acquisition_cost_snapshot,11,paid_media_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,12,direct_mail_event_outbound_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,13,purchased_lead_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,14,internal_sales_rm_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,15,agency_creative_tech_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,16,campaign_overhead_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,17,acquisition_incentive_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,18,detailed_conditional_partner_broker_cost_amount,numeric,NO
msbf_m1,application_acquisition_cost_snapshot,19,direct_attributable_incurred_cost_amount,numeric,NO
