schema_name,table_name,column_name
msbf_m1,module1_latest,merchant_id
msbf_m1,module1_latest,module1_run_id
msbf_m1,module1_latest,partner_channel_id
msbf_m1,module1_latest,population_id
msbf_m1,module1_latest,post_financing_coverage_ratio
msbf_m1,module1_latest,primary_reason_code
msbf_m1,module1_latest,processor_continuity_status
msbf_m1,module1_latest,requested_expected_daily_remittance
msbf_m1,module1_latest,requested_expected_payoff_days
msbf_m1,module1_latest,requested_funding_amount
msbf_m1,module1_latest,requested_remittance_rate
msbf_m1,module1_latest,requested_structure_risk_proxy
msbf_m1,module1_latest,scenario_id
msbf_m1,module1_latest,schedule_adjusted_expected_loss_amount
msbf_m1,population_registry,created_at
msbf_m1,population_registry,created_by_run_id
msbf_m1,population_registry,deterministic_seed_version
msbf_m1,population_registry,history_end_date
msbf_m1,population_registry,history_start_date
msbf_m1,population_registry,merchant_count
msbf_m1,population_registry,parameter_set_id
msbf_m1,population_registry,population_hash
msbf_m1,population_registry,population_id
msbf_m1,population_registry,population_status
msbf_m1,population_registry,population_version
msbf_m1,processor_account,created_by_run_id
msbf_m1,processor_account,data_connection_status
msbf_m1,processor_account,effective_end_date
msbf_m1,processor_account,effective_start_date
msbf_m1,processor_account,merchant_id
msbf_m1,processor_account,partner_channel_id
msbf_m1,processor_account,processor_account_id
msbf_m1,processor_account,processor_account_open_date
msbf_m1,processor_account,processor_name_synthetic
msbf_m1,processor_account,processor_risk_tier
msbf_m1,processor_account,processor_status
msbf_m1,processor_account,settlement_delay_days
msbf_m1,processor_account,split_funding_capable_flag
msbf_m1,risk_component_detail,calculation_hash
msbf_m1,risk_component_detail,component_code
msbf_m1,risk_component_detail,component_points
msbf_m1,risk_component_detail,component_value
msbf_m1,risk_component_detail,component_zone
msbf_m1,risk_component_detail,diagnostic_text
msbf_m1,risk_component_detail,directional_status
msbf_m1,risk_component_detail,merchant_application_id
msbf_m1,risk_component_detail,module1_run_id
msbf_m1,source_snapshot,as_of_timestamp
msbf_m1,source_snapshot,availability_status
msbf_m1,source_snapshot,completeness_rate
msbf_m1,source_snapshot,data_confidence_score
msbf_m1,source_snapshot,expected_observation_count
msbf_m1,source_snapshot,fallback_path_code
msbf_m1,source_snapshot,freshness_age_hours
msbf_m1,source_snapshot,history_end_date
msbf_m1,source_snapshot,history_start_date
msbf_m1,source_snapshot,merchant_application_id
msbf_m1,source_snapshot,module1_run_id
msbf_m1,source_snapshot,observed_observation_count
