schema_name,table_name,ordinal_position,column_name,data_type,nullable,default_expression,stage
msbf_m1,application_acquisition_contract_latest,26,identified_legacy_overlap_amount,"numeric(18,2)",YES,,M1.16
msbf_m1,application_acquisition_contract_latest,27,unmapped_legacy_proxy_amount,"numeric(18,2)",YES,,M1.16
msbf_m1,application_acquisition_contract_latest,28,incremental_acquisition_cost_beyond_m1_14,"numeric(18,2)",YES,,M1.16
msbf_m1,application_acquisition_contract_latest,29,enhanced_total_acquisition_cost_if_booked,"numeric(18,2)",YES,,M1.16
msbf_m1,application_acquisition_contract_latest,30,cost_evidence_status,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,31,overlap_evidence_status,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,32,acquisition_contract_evidence_status,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,33,fallback_path_code,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,34,primary_reason_code,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,35,secondary_reason_codes,text[],NO,'{}'::text[],M1.16
msbf_m1,application_acquisition_contract_latest,36,attribution_snapshot_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,37,cost_snapshot_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,38,m1_14_baseline_row_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,39,m1_14_stress_row_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,40,m1_15_baseline_contract_row_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,41,m1_15_stress_contract_row_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,42,source_payload,jsonb,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,43,lineage_payload,jsonb,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,44,contract_code,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,45,contract_version,integer,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,46,schema_version,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,47,contract_row_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,48,created_by_run_id,bigint,NO,,M1.16
msbf_m1,application_acquisition_contract_latest,49,created_at,timestamptz,NO,clock_timestamp(),M1.16
msbf_m1,application_acquisition_contract_archive,1,archive_id,bigint GENERATED ALWAYS AS IDENTITY,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,2,module1_run_id,bigint,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,3,merchant_application_id,text,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,4,contract_code,text,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,5,contract_version,integer,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,6,schema_version,text,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,7,contract_row_hash,text,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,8,contract_payload,jsonb,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,9,archived_by_run_id,bigint,NO,,M1.16
msbf_m1,application_acquisition_contract_archive,10,archived_at,timestamptz,NO,clock_timestamp(),M1.16
