relation_name,column_name,data_type,reference_scope
msbf_m1.merchant_risk_snapshot,transaction_quality_points,"numeric(18,6)",Referenced upstream or control relation
msbf_m1.module1_archive,adjusted_eligible_daily_revenue,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_archive,archive_id,bigint GENERATED ALWAYS AS IDENTITY,Referenced upstream or control relation
msbf_m1.module1_archive,archived_at,timestamptz,Referenced upstream or control relation
msbf_m1.module1_archive,as_of_date,date,Referenced upstream or control relation
msbf_m1.module1_archive,base_credit_risk_proxy,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_archive,cashflow_archetype_code,text,Referenced upstream or control relation
msbf_m1.module1_archive,contract_code,text,Referenced upstream or control relation
msbf_m1.module1_archive,contract_row_hash,text,Referenced upstream or control relation
msbf_m1.module1_archive,contract_version,integer,Referenced upstream or control relation
msbf_m1.module1_archive,created_at,timestamptz,Referenced upstream or control relation
msbf_m1.module1_archive,credit_risk_tier,smallint,Referenced upstream or control relation
msbf_m1.module1_archive,data_confidence_tier,text,Referenced upstream or control relation
msbf_m1.module1_archive,expected_ead_amount,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_archive,expected_loss_rate,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_archive,fraud_risk_tier,smallint,Referenced upstream or control relation
msbf_m1.module1_archive,hard_stop_recommended_flag,boolean,Referenced upstream or control relation
msbf_m1.module1_archive,industry_code,text,Referenced upstream or control relation
msbf_m1.module1_archive,lgd_input_rate,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_archive,manual_review_recommended_flag,boolean,Referenced upstream or control relation
msbf_m1.module1_archive,merchant_application_id,text,Referenced upstream or control relation
msbf_m1.module1_archive,merchant_id,text,Referenced upstream or control relation
msbf_m1.module1_archive,module1_run_id,bigint,Referenced upstream or control relation
msbf_m1.module1_archive,partner_channel_id,text,Referenced upstream or control relation
msbf_m1.module1_archive,population_id,text,Referenced upstream or control relation
msbf_m1.module1_archive,post_financing_coverage_ratio,"numeric(12,6)",Referenced upstream or control relation
msbf_m1.module1_archive,primary_reason_code,text,Referenced upstream or control relation
msbf_m1.module1_archive,processor_continuity_status,text,Referenced upstream or control relation
msbf_m1.module1_archive,requested_expected_daily_remittance,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_archive,requested_expected_payoff_days,smallint,Referenced upstream or control relation
msbf_m1.module1_archive,requested_funding_amount,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_archive,requested_remittance_rate,"numeric(9,6)",Referenced upstream or control relation
msbf_m1.module1_archive,requested_structure_risk_proxy,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_archive,scenario_id,bigint,Referenced upstream or control relation
msbf_m1.module1_archive,schedule_adjusted_expected_loss_amount,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_latest,adjusted_eligible_daily_revenue,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_latest,as_of_date,date,Referenced upstream or control relation
msbf_m1.module1_latest,base_credit_risk_proxy,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_latest,cashflow_archetype_code,text,Referenced upstream or control relation
msbf_m1.module1_latest,contract_code,text,Referenced upstream or control relation
msbf_m1.module1_latest,contract_row_hash,text,Referenced upstream or control relation
msbf_m1.module1_latest,contract_version,integer,Referenced upstream or control relation
msbf_m1.module1_latest,created_at,timestamptz,Referenced upstream or control relation
msbf_m1.module1_latest,credit_risk_tier,smallint,Referenced upstream or control relation
msbf_m1.module1_latest,data_confidence_tier,text,Referenced upstream or control relation
msbf_m1.module1_latest,expected_ead_amount,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_latest,expected_loss_rate,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_latest,fraud_risk_tier,smallint,Referenced upstream or control relation
msbf_m1.module1_latest,hard_stop_recommended_flag,boolean,Referenced upstream or control relation
msbf_m1.module1_latest,industry_code,text,Referenced upstream or control relation
msbf_m1.module1_latest,lgd_input_rate,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_latest,manual_review_recommended_flag,boolean,Referenced upstream or control relation
msbf_m1.module1_latest,merchant_application_id,text,Referenced upstream or control relation
msbf_m1.module1_latest,merchant_id,text,Referenced upstream or control relation
msbf_m1.module1_latest,module1_run_id,bigint,Referenced upstream or control relation
msbf_m1.module1_latest,partner_channel_id,text,Referenced upstream or control relation
msbf_m1.module1_latest,population_id,text,Referenced upstream or control relation
msbf_m1.module1_latest,post_financing_coverage_ratio,"numeric(12,6)",Referenced upstream or control relation
msbf_m1.module1_latest,primary_reason_code,text,Referenced upstream or control relation
msbf_m1.module1_latest,processor_continuity_status,text,Referenced upstream or control relation
msbf_m1.module1_latest,requested_expected_daily_remittance,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_latest,requested_expected_payoff_days,smallint,Referenced upstream or control relation
msbf_m1.module1_latest,requested_funding_amount,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.module1_latest,requested_remittance_rate,"numeric(9,6)",Referenced upstream or control relation
msbf_m1.module1_latest,requested_structure_risk_proxy,"numeric(12,8)",Referenced upstream or control relation
msbf_m1.module1_latest,scenario_id,bigint,Referenced upstream or control relation
msbf_m1.module1_latest,schedule_adjusted_expected_loss_amount,"numeric(18,2)",Referenced upstream or control relation
msbf_m1.population_registry,created_at,timestamptz,Referenced upstream or control relation
msbf_m1.population_registry,created_by_run_id,bigint,Referenced upstream or control relation
msbf_m1.population_registry,deterministic_seed_version,text,Referenced upstream or control relation
msbf_m1.population_registry,history_end_date,date,Referenced upstream or control relation
msbf_m1.population_registry,history_start_date,date,Referenced upstream or control relation
msbf_m1.population_registry,merchant_count,integer,Referenced upstream or control relation
msbf_m1.population_registry,parameter_set_id,bigint,Referenced upstream or control relation
msbf_m1.population_registry,population_hash,text,Referenced upstream or control relation
msbf_m1.population_registry,population_id,text,Referenced upstream or control relation
msbf_m1.population_registry,population_status,text,Referenced upstream or control relation
msbf_m1.population_registry,population_version,integer,Referenced upstream or control relation
msbf_m1.source_snapshot,as_of_timestamp,timestamptz,Referenced upstream or control relation
msbf_m1.source_snapshot,availability_status,text,Referenced upstream or control relation
msbf_m1.source_snapshot,completeness_rate,"numeric(9,6)",Referenced upstream or control relation
msbf_m1.source_snapshot,data_confidence_score,"numeric(9,6)",Referenced upstream or control relation
msbf_m1.source_snapshot,expected_observation_count,integer,Referenced upstream or control relation
msbf_m1.source_snapshot,fallback_path_code,text,Referenced upstream or control relation
msbf_m1.source_snapshot,freshness_age_hours,integer,Referenced upstream or control relation
msbf_m1.source_snapshot,history_end_date,date,Referenced upstream or control relation
msbf_m1.source_snapshot,history_start_date,date,Referenced upstream or control relation
msbf_m1.source_snapshot,merchant_application_id,text,Referenced upstream or control relation
msbf_m1.source_snapshot,module1_run_id,bigint,Referenced upstream or control relation
msbf_m1.source_snapshot,observed_observation_count,integer,Referenced upstream or control relation
msbf_m1.source_snapshot,quality_status,text,Referenced upstream or control relation
msbf_m1.source_snapshot,reconciliation_rate,"numeric(9,6)",Referenced upstream or control relation
msbf_m1.source_snapshot,source_code,text,Referenced upstream or control relation
msbf_m1.source_snapshot,source_contract_id,bigint,Referenced upstream or control relation
msbf_m1.source_snapshot,source_hash,text,Referenced upstream or control relation
msbf_m1.source_snapshot,source_snapshot_id,bigint GENERATED ALWAYS AS IDENTITY,Referenced upstream or control relation
msbf_m1.v_m1_10_capacity_lineage,<catalog extension/current module>,,Referenced relation; detailed columns governed in module schema catalogs
msbf_ref.acceptance_gate_catalog,active_flag,boolean,Referenced upstream or control relation
msbf_ref.acceptance_gate_catalog,description,text,Referenced upstream or control relation
msbf_ref.acceptance_gate_catalog,gate_id,text,Referenced upstream or control relation
msbf_ref.acceptance_gate_catalog,gate_name,text,Referenced upstream or control relation
msbf_ref.acceptance_gate_catalog,module_code,text,Referenced upstream or control relation
msbf_ref.acceptance_gate_catalog,severity,text,Referenced upstream or control relation
msbf_ref.feature_family,active_flag,boolean,Referenced upstream or control relation
msbf_ref.feature_family,description,text,Referenced upstream or control relation
msbf_ref.feature_family,feature_family_code,text,Referenced upstream or control relation
msbf_ref.feature_family,feature_family_name,text,Referenced upstream or control relation
msbf_ref.feature_family,owner_role,text,Referenced upstream or control relation
